IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP10;IP_PROP11;IP_PROP14;IC_GROUP0;IC_GROUP1;IC_GROUP2
69;Figma;69;Y;;;;Figma — кросс-платформенный онлайн-сервис для дизайнеров интерфейсов и веб-разработчиков. Figma позволяет разрабатывать интерфейсы в онлайн-приложении. У Figma две ключевые особенности: доступ к макету прямо из окна браузера и возможность совместной работы над документами. Вам, как веб-разработчику, необходимо уметь работать с макетами, которые Вы получаете от дизайнера. Figma прекрасно подходит для этой работы.;text;;;text;;500;;Trainee;https://www.figma.com/;Официальный сайт Figma;;;
69;Figma;69;Y;;;;Figma — кросс-платформенный онлайн-сервис для дизайнеров интерфейсов и веб-разработчиков. Figma позволяет разрабатывать интерфейсы в онлайн-приложении. У Figma две ключевые особенности: доступ к макету прямо из окна браузера и возможность совместной работы над документами. Вам, как веб-разработчику, необходимо уметь работать с макетами, которые Вы получаете от дизайнера. Figma прекрасно подходит для этой работы.;text;;;text;;500;;Trainee;https://www.figma.com/;"HTMLacademy - ""Старт в Figma для верстальщика""";;;
69;Figma;69;Y;;;;Figma — кросс-платформенный онлайн-сервис для дизайнеров интерфейсов и веб-разработчиков. Figma позволяет разрабатывать интерфейсы в онлайн-приложении. У Figma две ключевые особенности: доступ к макету прямо из окна браузера и возможность совместной работы над документами. Вам, как веб-разработчику, необходимо уметь работать с макетами, которые Вы получаете от дизайнера. Figma прекрасно подходит для этой работы.;text;;;text;;500;;Trainee;https://htmlacademy.ru/blog/boost/tools/figma;Официальный сайт Figma;;;
69;Figma;69;Y;;;;Figma — кросс-платформенный онлайн-сервис для дизайнеров интерфейсов и веб-разработчиков. Figma позволяет разрабатывать интерфейсы в онлайн-приложении. У Figma две ключевые особенности: доступ к макету прямо из окна браузера и возможность совместной работы над документами. Вам, как веб-разработчику, необходимо уметь работать с макетами, которые Вы получаете от дизайнера. Figma прекрасно подходит для этой работы.;text;;;text;;500;;Trainee;https://htmlacademy.ru/blog/boost/tools/figma;"HTMLacademy - ""Старт в Figma для верстальщика""";;;
70;VS Code, PHP Storm (любой редактор);70;Y;;;;;text;;;text;;500;;Trainee;;;;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://sass-lang.com/documentation;Официальная документация;;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://sass-lang.com/documentation;" WebDesignMaster - ""Sass для самых маленьких - подробное руководство""";;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://sass-lang.com/documentation;Learn SASS;;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://www.youtube.com/watch?v=H4cG4tbc-xQ;Официальная документация;;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://www.youtube.com/watch?v=H4cG4tbc-xQ;" WebDesignMaster - ""Sass для самых маленьких - подробное руководство""";;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://www.youtube.com/watch?v=H4cG4tbc-xQ;Learn SASS;;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://github.com/workshopper/learn-sass;Официальная документация;;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://github.com/workshopper/learn-sass;" WebDesignMaster - ""Sass для самых маленьких - подробное руководство""";;;
71;Препроцессоры sass, scss;71;Y;;;;"SASS — это метаязык на основе CSS, предназначенный для увеличения уровня абстракции CSS кода и упрощения файлов каскадных таблиц стилей. Язык SASS имеет два синтаксиса: SASS — отличается отсутствием фигурных скобок, в нём вложенные элементы реализованы с помощью отступов; SCSS (Sassy CSS) — использует фигурные скобки, как и сам CSS. По своей сути SASS и SCSS - это препроцессоры для CSS с разным синтаксисом. Они позволяют быстрее и ""элегантнее"" писать CSS. мы предлагаем рассмотреть SASS, так как он является более элегантным и популярным решением.";text;;;text;;500;;Junior;https://github.com/workshopper/learn-sass;Learn SASS;;;
72;PUG;72;Y;;;;"Pug — препроцессор HTML и шаблонизатор, который был написан на JavaScript для Node.js. Он позволяет быстрее и ""элегантнее"" писать HTML.";text;;;text;;500;;Junior;https://pugjs.org/api/getting-started.html;Официальная документация;;;
72;PUG;72;Y;;;;"Pug — препроцессор HTML и шаблонизатор, который был написан на JavaScript для Node.js. Он позволяет быстрее и ""элегантнее"" писать HTML.";text;;;text;;500;;Junior;https://pugjs.org/api/getting-started.html;Развернутый туториал на GitHub;;;
72;PUG;72;Y;;;;"Pug — препроцессор HTML и шаблонизатор, который был написан на JavaScript для Node.js. Он позволяет быстрее и ""элегантнее"" писать HTML.";text;;;text;;500;;Junior;https://gist.github.com/neretin-trike/53aff5afb76153f050c958b82abd9228;Официальная документация;;;
72;PUG;72;Y;;;;"Pug — препроцессор HTML и шаблонизатор, который был написан на JavaScript для Node.js. Он позволяет быстрее и ""элегантнее"" писать HTML.";text;;;text;;500;;Junior;https://gist.github.com/neretin-trike/53aff5afb76153f050c958b82abd9228;Развернутый туториал на GitHub;;;
73;Полноценная работа с DevTools;73;Y;;;;;text;;;text;;500;;Junior;;;;;
74;BEM;74;Y;;;;Методология БЭМ создана в Яндексе для разработки сайтов, которые надо делать быстро,а поддерживать долгие годы. Она позволяет создавать расширяемые и повторно используемые компоненты интерфейса.;text;;;text;;500;;Junior;https://ru.bem.info/methodology/quick-start/;Официальная документация;;;
75;Vue or React (basic);75;Y;;;;"React — это очень популярная JavaScript-библиотека с открытым исходным кодом для создания пользовательских интерфейсов.
Vue - прогрессивный JavaScript-фреймворк с открытым исходным кодом для создания пользовательских интерфейсов. Как React, только не так.
";text;;;text;;500;;Junior+;https://vuejs.org/v2/guide/;Официальная документация;;;
75;Vue or React (basic);75;Y;;;;"React — это очень популярная JavaScript-библиотека с открытым исходным кодом для создания пользовательских интерфейсов.
Vue - прогрессивный JavaScript-фреймворк с открытым исходным кодом для создания пользовательских интерфейсов. Как React, только не так.
";text;;;text;;500;;Junior+;https://vuejs.org/v2/guide/;Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex);;;
75;Vue or React (basic);75;Y;;;;"React — это очень популярная JavaScript-библиотека с открытым исходным кодом для создания пользовательских интерфейсов.
Vue - прогрессивный JavaScript-фреймворк с открытым исходным кодом для создания пользовательских интерфейсов. Как React, только не так.
";text;;;text;;500;;Junior+;https://coursehunters.net/course/udemy-vuejs-2;Официальная документация;;;
75;Vue or React (basic);75;Y;;;;"React — это очень популярная JavaScript-библиотека с открытым исходным кодом для создания пользовательских интерфейсов.
Vue - прогрессивный JavaScript-фреймворк с открытым исходным кодом для создания пользовательских интерфейсов. Как React, только не так.
";text;;;text;;500;;Junior+;https://coursehunters.net/course/udemy-vuejs-2;Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex);;;
76;SVG animation;76;Y;;;;;text;;;text;;500;;Junior+;;;;;
77;CSS animation (key frames);77;Y;;;;;text;;;text;;500;;Junior+;;;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Tools/Profiler;Документация от MDN;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Tools/Profiler;Официальные рекомендации от Google;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Tools/Profiler;Официальная документация Google PageSpeed Insights;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Tools/Profiler;Официальная документация Lighthouse;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Tools/Profiler;Полезные проекты и инструменты для работы с Chrome DevTools;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developer.mozilla.org/ru/docs/Tools/Profiler;Perfschool;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/web/fundamentals/performance/rendering/optimize-javascript-execution?hl=ru;Документация от MDN;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/web/fundamentals/performance/rendering/optimize-javascript-execution?hl=ru;Официальные рекомендации от Google;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/web/fundamentals/performance/rendering/optimize-javascript-execution?hl=ru;Официальная документация Google PageSpeed Insights;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/web/fundamentals/performance/rendering/optimize-javascript-execution?hl=ru;Официальная документация Lighthouse;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/web/fundamentals/performance/rendering/optimize-javascript-execution?hl=ru;Полезные проекты и инструменты для работы с Chrome DevTools;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/web/fundamentals/performance/rendering/optimize-javascript-execution?hl=ru;Perfschool;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/speed/docs/insights/v5/about;Документация от MDN;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/speed/docs/insights/v5/about;Официальные рекомендации от Google;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/speed/docs/insights/v5/about;Официальная документация Google PageSpeed Insights;;;
78;Оптимизация;78;Y;;;;Анализ и оптимизация — процессы, построенный на оценке производительности, дизайна и юзабилити сайтов и приложений. По результатам анализа разработчикам даются рекомендации по улучшению кода за счёт использования сервисов и техник оптимизации. Скорость сайта состоит из 2 частей: как быстро загружается страница и как быстро работает код в ней. Многие сервисы, такие как минификаторы или CDN, помогают ускорить загрузку, но скорость работы кода зависит только от вас. Небольшие изменения в коде могут давать огромные изменения в производительности. Всего несколько строк могут означать разницу между быстрым сайтом и диалогом “Unresponsive Script”;text;;;text;;500;;Junior+;https://developers.google.com/speed/docs/insights/v5/about;Официальная документация Lighthouse;;;
